TimeStamp,Current (mA),Voltage (V),Power (W),kWh per 1 Minute,Cost per 1 Minute (BDT)
11/30/2023 11:36,221,228.5,25.2,0.00042,0.0037044
11/30/2023 11:35,246,229.8,32.4,0.00054,0.0047628
11/30/2023 11:33,201,226.9,24.3,0.000405,0.0035721
11/30/2023 11:32,199,226.5,23.9,0.000398333,0.0035133
11/30/2023 11:31,356,226.9,48.8,0.000813333,0.0071736
11/30/2023 11:30,131,227.7,15.3,0.000255,0.0022491
11/30/2023 11:27,209,228.9,25.5,0.000425,0.0037485
11/30/2023 11:25,141,229.3,19.5,0.000325,0.0028665
11/30/2023 11:24,176,228.9,21.4,0.000356667,0.0031458
11/30/2023 11:22,169,229.3,17.3,0.000288333,0.0025431
11/30/2023 11:13,163,229.3,17,0.000283333,0.002499
11/30/2023 11:12,177,229.8,18.8,0.000313333,0.0027636
11/30/2023 11:11,220,228.9,21.9,0.000365,0.0032193
11/30/2023 11:09,171,229.8,17.9,0.000298333,0.0026313
11/30/2023 11:07,156,229.3,19,0.000316667,0.002793
11/30/2023 11:04,169,229.8,18.2,0.000303333,0.0026754
11/30/2023 11:02,143,228.5,16.7,0.000278333,0.0024549
11/30/2023 11:01,305,227.3,48.2,0.000803333,0.0070854
11/30/2023 10:59,536,227.3,61,0.001016667,0.008967
11/30/2023 10:58,0,0,0,0,0
11/30/2023 3:33,336,246,36.3,0.000605,0.0053361
11/30/2023 3:29,204,245.5,28.8,0.00048,0.0042336
11/30/2023 3:26,188,246.5,31,0.000516667,0.004557
11/30/2023 3:25,179,245,27.7,0.000461667,0.0040719
11/30/2023 3:20,150,248.4,27.3,0.000455,0.0040131
11/30/2023 3:19,120,248.8,16.5,0.000275,0.0024255
11/30/2023 3:18,171,246.5,23.4,0.00039,0.0034398
11/30/2023 3:17,202,246,32.9,0.000548333,0.0048363
11/30/2023 3:16,299,247.4,49.1,0.000818333,0.0072177
11/30/2023 3:15,103,246.9,12.2,0.000203333,0.0017934
11/30/2023 3:14,140,247.4,22.8,0.00038,0.0033516
11/30/2023 3:12,162,245.5,27.1,0.000451667,0.0039837
11/30/2023 3:11,222,246,31.2,0.00052,0.0045864
11/30/2023 3:07,143,245,22.3,0.000371667,0.0032781
11/30/2023 3:06,202,244.1,29.6,0.000493333,0.0043512
11/30/2023 3:05,311,243.7,49.6,0.000826667,0.0072912
11/30/2023 3:03,344,245.5,50.6,0.000843333,0.0074382
11/30/2023 2:58,155,246.9,21.1,0.000351667,0.0031017
11/30/2023 2:57,203,245,26.9,0.000448333,0.0039543
11/30/2023 2:56,191,246.5,30.4,0.000506667,0.0044688
11/30/2023 2:54,299,244.1,45.4,0.000756667,0.0066738
11/30/2023 2:52,179,244.1,24.1,0.000401667,0.0035427
11/30/2023 2:51,380,246.5,56.2,0.000936667,0.0082614
11/30/2023 2:50,223,244.1,24.8,0.000413333,0.0036456
11/30/2023 2:49,166,245,25,0.000416667,0.003675
11/30/2023 2:48,236,245.5,32,0.000533333,0.004704
11/30/2023 2:47,214,245.5,27.7,0.000461667,0.0040719
11/30/2023 2:46,312,246.5,44.3,0.000738333,0.0065121
11/30/2023 2:45,268,246.9,32,0.000533333,0.004704
11/30/2023 2:44,336,246,48.7,0.000811667,0.0071589
11/30/2023 2:40,133,244.1,20.7,0.000345,0.0030429
11/30/2023 2:39,158,243.2,23.7,0.000395,0.0034839
11/30/2023 2:37,172,244.6,24.4,0.000406667,0.0035868
11/30/2023 2:35,179,245,24.5,0.000408333,0.0036015
11/30/2023 2:34,164,244.6,14.6,0.000243333,0.0021462
11/30/2023 2:33,307,245,43.7,0.000728333,0.0064239
11/30/2023 2:28,129,244.1,16.7,0.000278333,0.0024549
11/30/2023 2:27,288,245,34.1,0.000568333,0.0050127
11/30/2023 2:25,173,243.7,27.4,0.000456667,0.0040278
11/30/2023 2:24,163,244.6,26.1,0.000435,0.0038367
11/30/2023 2:23,165,245.5,23.1,0.000385,0.0033957
11/30/2023 2:20,131,244.6,20,0.000333333,0.00294
11/30/2023 2:14,221,244.1,33.3,0.000555,0.0048951
11/30/2023 2:09,188,245,26.2,0.000436667,0.0038514
11/30/2023 2:08,147,245,30.9,0.000515,0.0045423
11/30/2023 2:07,309,244.1,43.6,0.000726667,0.0064092
11/30/2023 2:06,323,244.1,41.3,0.000688333,0.0060711
11/30/2023 2:04,169,245,26.8,0.000446667,0.0039396
11/30/2023 2:02,122,245,14.4,0.00024,0.0021168
11/30/2023 1:51,178,244.1,20.5,0.000341667,0.0030135
11/30/2023 1:46,158,243.2,25.4,0.000423333,0.0037338
11/30/2023 1:41,167,242.3,20,0.000333333,0.00294
11/30/2023 1:40,299,243.7,43.7,0.000728333,0.0064239
11/30/2023 1:37,131,242.3,18.2,0.000303333,0.0026754
11/30/2023 1:35,145,243.2,19.5,0.000325,0.0028665
11/30/2023 1:32,133,243.7,18.7,0.000311667,0.0027489
11/30/2023 1:28,119,243.2,14.3,0.000238333,0.0021021
11/30/2023 1:27,261,242.3,34.7,0.000578333,0.0051009
11/30/2023 1:26,170,242.3,22.3,0.000371667,0.0032781
11/30/2023 1:25,269,243.2,38.4,0.00064,0.0056448
11/30/2023 1:24,109,242.3,17.2,0.000286667,0.0025284
11/30/2023 1:23,145,242.7,19.5,0.000325,0.0028665
11/30/2023 1:20,146,242.7,18.4,0.000306667,0.0027048
11/30/2023 1:18,176,243.2,22.8,0.00038,0.0033516
11/30/2023 1:17,143,243.7,18.3,0.000305,0.0026901
11/30/2023 1:15,151,243.2,18.7,0.000311667,0.0027489
11/30/2023 1:14,146,242.7,19.9,0.000331667,0.0029253
11/30/2023 1:09,145,243.2,15.5,0.000258333,0.0022785
11/30/2023 1:07,155,242.3,26.2,0.000436667,0.0038514
11/30/2023 1:05,145,243.7,25.3,0.000421667,0.0037191
11/30/2023 1:04,134,243.2,18.5,0.000308333,0.0027195
11/30/2023 1:00,111,242.7,13.7,0.000228333,0.0020139
11/30/2023 0:58,117,243.7,15.1,0.000251667,0.0022197
11/30/2023 0:56,144,242.7,24.6,0.00041,0.0036162
11/30/2023 0:55,161,243.2,21.8,0.000363333,0.0032046
11/30/2023 0:53,121,244.1,15.3,0.000255,0.0022491
11/30/2023 0:50,216,243.7,32.1,0.000535,0.0047187
11/30/2023 0:36,115,243.2,14.6,0.000243333,0.0021462
11/30/2023 0:32,153,242.3,18.2,0.000303333,0.0026754
11/30/2023 0:31,124,240.9,15.1,0.000251667,0.0022197
11/30/2023 0:28,220,240.5,32,0.000533333,0.004704
11/30/2023 0:25,111,242.3,13.5,0.000225,0.0019845
11/30/2023 0:24,124,242.7,13.4,0.000223333,0.0019698
11/30/2023 0:23,267,241.8,34.4,0.000573333,0.0050568
11/30/2023 0:22,112,241.4,14.6,0.000243333,0.0021462
11/30/2023 0:21,110,240.5,13.4,0.000223333,0.0019698
11/30/2023 0:20,226,241.8,24.8,0.000413333,0.0036456
11/30/2023 0:19,194,239.1,32.5,0.000541667,0.0047775
11/30/2023 0:18,116,242.7,14.9,0.000248333,0.0021903
11/30/2023 0:17,112,243.2,25.4,0.000423333,0.0037338
11/30/2023 0:15,110,243.7,13.5,0.000225,0.0019845
11/30/2023 0:13,346,243.7,39.4,0.000656667,0.0057918
11/30/2023 0:10,160,243.2,23.9,0.000398333,0.0035133
11/30/2023 0:09,157,242.7,19.6,0.000326667,0.0028812
11/30/2023 0:08,104,243.2,13.6,0.000226667,0.0019992
11/30/2023 0:07,115,241.8,14.6,0.000243333,0.0021462
11/30/2023 0:06,218,242.7,28.7,0.000478333,0.0042189
11/30/2023 0:05,113,242.3,16,0.000266667,0.002352
11/30/2023 0:03,122,240.5,15.9,0.000265,0.0023373
11/30/2023 0:02,113,241.4,14.3,0.000238333,0.0021021
11/30/2023 0:01,107,241.4,12.9,0.000215,0.0018963
11/30/2023 0:00,112,240.9,20.7,0.000345,0.0030429
12/01/2023 23:11,0,239.6,0,0,0
12/01/2023 23:10,276,239.1,44.2,0.000736667,0.0064974
12/01/2023 23:08,139,238.2,17.7,0.000295,0.0026019
12/01/2023 23:06,141,239.6,18.3,0.000305,0.0026901
12/01/2023 23:05,139,239.1,18.4,0.000306667,0.0027048
12/01/2023 23:04,138,238.7,17.9,0.000298333,0.0026313
12/01/2023 23:02,148,235.6,18.8,0.000313333,0.0027636
12/01/2023 22:54,133,240,17.6,0.000293333,0.0025872
12/01/2023 22:49,182,236.5,21.5,0.000358333,0.0031605
12/01/2023 22:36,175,236.9,20.1,0.000335,0.0029547
12/01/2023 22:32,147,235.6,16.3,0.000271667,0.0023961
12/01/2023 22:25,169,236.1,20.4,0.00034,0.0029988
12/01/2023 22:24,218,235.2,27.8,0.000463333,0.0040866
12/01/2023 22:23,229,238.2,30.3,0.000505,0.0044541
12/01/2023 22:21,170,234.8,21.4,0.000356667,0.0031458
12/01/2023 22:20,212,236.5,28.1,0.000468333,0.0041307
12/01/2023 22:19,165,236.9,23.9,0.000398333,0.0035133
12/01/2023 22:18,146,234.8,18.1,0.000301667,0.0026607
12/01/2023 22:16,218,236.5,28,0.000466667,0.004116
12/01/2023 22:15,206,235.6,27.8,0.000463333,0.0040866
12/01/2023 22:14,179,235.2,18.2,0.000303333,0.0026754
12/01/2023 22:13,235,238.7,28.7,0.000478333,0.0042189
12/01/2023 22:12,201,236.5,22.5,0.000375,0.0033075
12/01/2023 22:11,192,237.8,27.7,0.000461667,0.0040719
12/01/2023 22:10,170,239.6,22.8,0.00038,0.0033516
12/01/2023 22:05,218,236.1,29.1,0.000485,0.0042777
12/01/2023 22:04,236,239.6,30.2,0.000503333,0.0044394
12/01/2023 22:03,212,236.5,27.4,0.000456667,0.0040278
12/01/2023 21:59,223,239.1,34.1,0.000568333,0.0050127
12/01/2023 21:58,192,240.5,22.6,0.000376667,0.0033222
12/01/2023 21:56,225,238.2,27.6,0.00046,0.0040572
12/01/2023 21:52,222,238.2,30.6,0.00051,0.0044982
12/01/2023 21:51,316,240.9,50.8,0.000846667,0.0074676
12/01/2023 21:50,147,241.4,16.3,0.000271667,0.0023961
12/01/2023 21:49,258,241.8,39.2,0.000653333,0.0057624
12/01/2023 21:46,166,238.2,24.2,0.000403333,0.0035574
12/01/2023 21:39,269,240.5,38.5,0.000641667,0.0056595
12/01/2023 21:37,236,240,38.1,0.000635,0.0056007
12/01/2023 21:33,160,236.9,21.3,0.000355,0.0031311
12/01/2023 21:24,232,235.2,31,0.000516667,0.004557
12/01/2023 21:21,192,236.1,21.9,0.000365,0.0032193
12/01/2023 21:14,220,236.5,30.1,0.000501667,0.0044247
12/01/2023 21:13,268,237.8,37,0.000616667,0.005439
12/01/2023 21:07,246,236.9,35.3,0.000588333,0.0051891
12/01/2023 21:04,205,237.4,28.3,0.000471667,0.0041601
12/01/2023 20:58,225,238.2,25.2,0.00042,0.0037044
12/01/2023 20:54,202,237.4,28.9,0.000481667,0.0042483
12/01/2023 20:46,222,237.8,28.1,0.000468333,0.0041307
12/01/2023 20:38,259,236.9,36.7,0.000611667,0.0053949
12/01/2023 20:33,245,236.1,40.7,0.000678333,0.0059829
12/01/2023 20:27,305,236.9,40,0.000666667,0.00588
12/01/2023 20:24,209,236.1,26.5,0.000441667,0.0038955
12/01/2023 20:23,262,238.7,36.4,0.000606667,0.0053508
12/01/2023 20:21,343,237.4,34.7,0.000578333,0.0051009
12/01/2023 20:19,191,236.9,26.1,0.000435,0.0038367
12/01/2023 20:17,202,238.2,28.1,0.000468333,0.0041307
12/01/2023 20:15,206,236.1,25.9,0.000431667,0.0038073
12/01/2023 20:14,230,239.1,29.2,0.000486667,0.0042924
12/01/2023 20:12,219,236.5,31.2,0.00052,0.0045864
12/01/2023 20:09,221,235.2,27.9,0.000465,0.0041013
12/01/2023 20:07,260,236.1,36.3,0.000605,0.0053361
12/01/2023 20:06,199,237.8,26.1,0.000435,0.0038367
12/01/2023 20:05,227,238.7,25.7,0.000428333,0.0037779
12/01/2023 20:04,215,237.8,31.9,0.000531667,0.0046893
12/01/2023 20:03,241,237.4,32.6,0.000543333,0.0047922
12/01/2023 20:00,211,237.8,28.8,0.00048,0.0042336
12/01/2023 19:59,339,237.4,40.5,0.000675,0.0059535
12/01/2023 19:58,221,238.2,28.4,0.000473333,0.0041748
12/01/2023 19:57,249,239.1,31.7,0.000528333,0.0046599
12/01/2023 19:56,185,238.7,25.7,0.000428333,0.0037779
12/01/2023 19:55,339,237.4,49.7,0.000828333,0.0073059
12/01/2023 19:52,215,237.4,35.3,0.000588333,0.0051891
12/01/2023 19:50,250,236.5,30.6,0.00051,0.0044982
12/01/2023 19:48,195,237.4,27.3,0.000455,0.0040131
12/01/2023 19:45,184,237.8,19.7,0.000328333,0.0028959
12/01/2023 19:44,183,237.4,14.2,0.000236667,0.0020874
12/01/2023 19:42,322,237.4,33.3,0.000555,0.0048951
12/01/2023 19:41,181,237.8,24.1,0.000401667,0.0035427
12/01/2023 19:40,209,237.4,28.4,0.000473333,0.0041748
12/01/2023 19:37,245,236.9,34.4,0.000573333,0.0050568
12/01/2023 19:36,213,235.6,27.2,0.000453333,0.0039984
12/01/2023 19:35,177,236.9,19.3,0.000321667,0.0028371
12/01/2023 19:31,158,236.5,20,0.000333333,0.00294
12/01/2023 19:29,210,237.8,25.2,0.00042,0.0037044
12/01/2023 19:28,309,236.9,38.6,0.000643333,0.0056742
12/01/2023 19:26,181,237.4,22.4,0.000373333,0.0032928
12/01/2023 19:25,247,238.7,32.8,0.000546667,0.0048216
12/01/2023 19:24,237,237.8,30.3,0.000505,0.0044541
12/01/2023 19:20,350,240.5,37.5,0.000625,0.0055125
12/01/2023 19:16,249,238.7,31.2,0.00052,0.0045864
12/01/2023 19:14,211,239.6,30.6,0.00051,0.0044982
12/01/2023 19:04,311,240,36.1,0.000601667,0.0053067
12/01/2023 19:02,281,239.6,42.9,0.000715,0.0063063
12/01/2023 18:58,200,235.6,23.7,0.000395,0.0034839
12/01/2023 18:57,215,238.2,32.1,0.000535,0.0047187
12/01/2023 18:55,217,234.8,30.4,0.000506667,0.0044688
12/01/2023 18:50,195,237.4,24.5,0.000408333,0.0036015
12/01/2023 18:49,215,237.8,29.9,0.000498333,0.0043953
12/01/2023 18:48,265,236.5,35.6,0.000593333,0.0052332
12/01/2023 18:47,253,236.9,46.5,0.000775,0.0068355
12/01/2023 18:46,203,237.4,29.8,0.000496667,0.0043806
12/01/2023 18:45,277,236.5,34.4,0.000573333,0.0050568
12/01/2023 18:44,305,236.9,43,0.000716667,0.006321
12/01/2023 18:41,239,238.2,31.4,0.000523333,0.0046158
12/01/2023 18:40,171,238.2,20,0.000333333,0.00294
12/01/2023 18:39,288,236.1,42,0.0007,0.006174
12/01/2023 18:34,187,237.8,14.4,0.00024,0.0021168
12/01/2023 18:33,171,237.4,20.6,0.000343333,0.0030282
12/01/2023 18:31,144,239.6,14.6,0.000243333,0.0021462
12/01/2023 18:30,148,237.8,18.1,0.000301667,0.0026607
12/01/2023 18:29,140,237.4,18,0.0003,0.002646
12/01/2023 18:27,221,237.8,31.5,0.000525,0.0046305
12/01/2023 18:26,321,238.2,42.6,0.00071,0.0062622
12/01/2023 18:24,238,239.1,30.7,0.000511667,0.0045129
12/01/2023 18:21,280,239.1,37.2,0.00062,0.0054684
12/01/2023 18:20,276,238.7,41.8,0.000696667,0.0061446
12/01/2023 18:17,384,239.6,53.8,0.000896667,0.0079086
12/01/2023 18:15,238,242.7,32.1,0.000535,0.0047187
12/01/2023 18:13,265,241.4,36.6,0.00061,0.0053802
12/01/2023 18:12,339,240.9,48.4,0.000806667,0.0071148
12/01/2023 17:49,392,238.7,52.9,0.000881667,0.0077763
12/01/2023 17:14,127,235.6,14.6,0.000243333,0.0021462
12/01/2023 17:13,203,238.7,35.6,0.000593333,0.0052332
12/01/2023 17:09,117,237.4,14.6,0.000243333,0.0021462
12/01/2023 17:07,145,236.9,17.7,0.000295,0.0026019
12/01/2023 17:06,216,238.2,30.2,0.000503333,0.0044394
12/01/2023 15:27,90,238.7,10,0.000166667,0.00147
12/01/2023 14:28,203,233.9,31.1,0.000518333,0.0045717
12/01/2023 14:27,193,234.8,25.4,0.000423333,0.0037338
12/01/2023 13:45,77,237.4,7.9,0.000131667,0.0011613
12/01/2023 13:39,74,236.1,8.5,0.000141667,0.0012495
12/01/2023 13:13,192,236.5,26.4,0.00044,0.0038808
12/01/2023 12:48,221,232.2,28.5,0.000475,0.0041895
12/01/2023 12:47,351,231.8,43,0.000716667,0.006321
12/01/2023 12:42,271,230.2,34.2,0.00057,0.0050274
12/01/2023 12:40,179,230.6,20.4,0.00034,0.0029988
12/01/2023 12:39,220,231.4,26.9,0.000448333,0.0039543
12/01/2023 12:38,104,231,10,0.000166667,0.00147
12/01/2023 12:37,110,230.2,13.7,0.000228333,0.0020139
12/01/2023 12:36,93,231.8,12.1,0.000201667,0.0017787
12/01/2023 12:35,291,230.6,43.8,0.00073,0.0064386
12/01/2023 12:34,109,229.3,8.7,0.000145,0.0012789
12/01/2023 12:33,96,229.3,11,0.000183333,0.001617
12/01/2023 12:32,106,230.2,23.3,0.000388333,0.0034251
12/01/2023 12:31,104,229.8,10.9,0.000181667,0.0016023
12/01/2023 12:29,135,231,15.8,0.000263333,0.0023226
12/01/2023 12:27,324,231,46.6,0.000776667,0.0068502
12/01/2023 12:14,246,232.2,32.5,0.000541667,0.0047775
12/01/2023 12:12,121,229.8,14.6,0.000243333,0.0021462
12/01/2023 12:11,118,228.5,12.5,0.000208333,0.0018375
12/01/2023 12:09,225,229.3,31.4,0.000523333,0.0046158
12/01/2023 12:07,254,228.5,31.1,0.000518333,0.0045717
12/01/2023 12:06,235,228.9,31.5,0.000525,0.0046305
12/01/2023 12:03,253,230.2,37.2,0.00062,0.0054684
12/01/2023 12:02,119,230.2,14.6,0.000243333,0.0021462
12/01/2023 12:00,294,229.8,38.3,0.000638333,0.0056301
12/01/2023 11:59,238,226.9,34.5,0.000575,0.0050715
12/01/2023 11:54,115,228.5,14,0.000233333,0.002058
12/01/2023 11:29,117,231.4,12.2,0.000203333,0.0017934
12/01/2023 11:11,139,230.2,17.7,0.000295,0.0026019
12/01/2023 11:01,323,232.2,44,0.000733333,0.006468
12/01/2023 10:13,259,231,31,0.000516667,0.004557
12/01/2023 10:12,163,231.8,22.8,0.00038,0.0033516
12/01/2023 10:11,250,230.6,30,0.0005,0.00441
12/01/2023 10:08,113,230.6,13,0.000216667,0.001911
12/01/2023 9:35,133,231.4,14.6,0.000243333,0.0021462
12/01/2023 9:16,218,235.2,32.5,0.000541667,0.0047775
12/01/2023 9:13,178,235.6,21.2,0.000353333,0.0031164
12/01/2023 9:12,197,235.2,24.5,0.000408333,0.0036015
12/01/2023 9:06,165,234.8,19.4,0.000323333,0.0028518
12/01/2023 8:58,135,236.9,16.9,0.000281667,0.0024843
12/01/2023 8:54,209,237.4,23.7,0.000395,0.0034839
12/01/2023 8:53,443,236.5,64.1,0.001068333,0.0094227
12/01/2023 0:50,0,240.9,0,0,0
12/01/2023 0:49,113,241.8,15.2,0.000253333,0.0022344
12/01/2023 0:05,205,240.5,30.9,0.000515,0.0045423
12/02/2023 23:53,143,241.8,16.8,0.00028,0.0024696
12/02/2023 23:52,314,243.2,44.1,0.000735,0.0064827
12/02/2023 23:49,128,241.4,16.5,0.000275,0.0024255
12/02/2023 23:44,124,241.8,15.7,0.000261667,0.0023079
12/02/2023 23:39,128,242.3,16.8,0.00028,0.0024696
12/02/2023 23:33,251,241.4,38.7,0.000645,0.0056889
12/02/2023 23:13,225,237.4,32.5,0.000541667,0.0047775
12/02/2023 23:08,130,238.7,16.7,0.000278333,0.0024549
12/02/2023 22:58,125,241.4,15.5,0.000258333,0.0022785
12/02/2023 22:57,235,240.5,34,0.000566667,0.004998
12/02/2023 22:55,292,241.8,44.6,0.000743333,0.0065562
12/02/2023 22:54,271,243.2,42.7,0.000711667,0.0062769
12/02/2023 22:49,124,242.3,15.3,0.000255,0.0022491
12/02/2023 22:47,210,243.2,28.2,0.00047,0.0041454
12/02/2023 22:44,150,242.7,21.4,0.000356667,0.0031458
12/02/2023 22:43,192,244.1,22.5,0.000375,0.0033075
12/02/2023 22:42,164,242.7,20.4,0.00034,0.0029988
12/02/2023 22:24,134,243.7,17.2,0.000286667,0.0025284
12/02/2023 22:23,135,243.2,21.3,0.000355,0.0031311
12/02/2023 21:51,144,240.9,17.6,0.000293333,0.0025872
12/02/2023 21:31,167,239.6,23.6,0.000393333,0.0034692
12/02/2023 21:30,440,240,55.4,0.000923333,0.0081438
12/02/2023 21:27,156,241.4,25.6,0.000426667,0.0037632
12/02/2023 21:26,147,240,21,0.00035,0.003087
12/02/2023 21:25,140,240,19.2,0.00032,0.0028224
12/02/2023 21:23,248,238.2,31.1,0.000518333,0.0045717
12/02/2023 21:22,181,237.8,18,0.0003,0.002646
12/02/2023 21:19,154,237.4,17.3,0.000288333,0.0025431
12/02/2023 21:18,247,238.2,34.2,0.00057,0.0050274
12/02/2023 21:13,151,237.8,19.6,0.000326667,0.0028812
12/02/2023 21:12,250,236.1,35.6,0.000593333,0.0052332
12/02/2023 21:11,186,236.1,24.8,0.000413333,0.0036456
12/02/2023 21:10,324,236.9,40.9,0.000681667,0.0060123
12/02/2023 21:09,314,235.6,38.6,0.000643333,0.0056742
12/02/2023 21:07,150,236.1,20.8,0.000346667,0.0030576
12/02/2023 20:57,149,239.1,17.9,0.000298333,0.0026313
12/02/2023 20:53,157,239.6,21.1,0.000351667,0.0031017
12/02/2023 20:52,177,239.1,29.7,0.000495,0.0043659
12/02/2023 20:47,152,237.4,18.4,0.000306667,0.0027048
12/02/2023 20:46,237,237.8,23.3,0.000388333,0.0034251
12/02/2023 20:43,159,237.4,27.6,0.00046,0.0040572
12/02/2023 20:42,149,237.8,21.5,0.000358333,0.0031605
12/02/2023 20:41,254,236.5,33.1,0.000551667,0.0048657
12/02/2023 20:39,165,236.1,23.3,0.000388333,0.0034251
12/02/2023 20:38,175,236.5,23.7,0.000395,0.0034839
12/02/2023 20:37,282,237.4,55.2,0.00092,0.0081144
12/02/2023 20:16,163,236.9,22,0.000366667,0.003234
12/02/2023 20:01,162,237.8,18.9,0.000315,0.0027783
12/02/2023 19:54,225,236.9,29.1,0.000485,0.0042777
12/02/2023 19:48,205,236.5,24.2,0.000403333,0.0035574
12/02/2023 19:47,293,236.1,34.1,0.000568333,0.0050127
12/02/2023 19:45,304,236.5,49.6,0.000826667,0.0072912
12/02/2023 19:42,214,235.6,27.9,0.000465,0.0041013
12/02/2023 19:37,360,236.1,42.3,0.000705,0.0062181
12/02/2023 19:36,250,235.2,31.4,0.000523333,0.0046158
12/02/2023 19:32,226,234.8,27.9,0.000465,0.0041013
12/02/2023 19:31,192,235.2,23.9,0.000398333,0.0035133
12/02/2023 19:29,250,234.8,31.9,0.000531667,0.0046893
12/02/2023 19:28,145,235.6,23.6,0.000393333,0.0034692
12/02/2023 19:23,162,236.1,21.3,0.000355,0.0031311
12/02/2023 19:22,292,238.2,30.3,0.000505,0.0044541
12/02/2023 19:21,162,237.8,23,0.000383333,0.003381
12/02/2023 19:20,257,235.6,37.2,0.00062,0.0054684
12/02/2023 19:19,234,236.5,21.6,0.00036,0.0031752
12/02/2023 19:17,186,236.1,22.5,0.000375,0.0033075
12/02/2023 19:15,248,235.6,23.1,0.000385,0.0033957
12/02/2023 19:11,188,233.5,31.5,0.000525,0.0046305
12/02/2023 19:09,160,233.5,21.4,0.000356667,0.0031458
12/02/2023 19:06,218,234.4,28.9,0.000481667,0.0042483
12/02/2023 19:05,208,233.5,26.3,0.000438333,0.0038661
12/02/2023 18:54,232,236.1,24.7,0.000411667,0.0036309
12/02/2023 18:52,339,234.4,44.6,0.000743333,0.0065562
12/02/2023 18:48,211,233.9,26.3,0.000438333,0.0038661
12/02/2023 18:41,220,237.4,27.3,0.000455,0.0040131
12/02/2023 18:33,221,235.2,28.8,0.00048,0.0042336
12/02/2023 18:30,212,236.9,26.1,0.000435,0.0038367
12/02/2023 18:21,209,235.2,27.7,0.000461667,0.0040719
12/02/2023 18:14,205,237.8,29.7,0.000495,0.0043659
12/02/2023 18:13,243,236.5,27.8,0.000463333,0.0040866
12/02/2023 17:59,248,236.9,32.3,0.000538333,0.0047481
12/02/2023 17:48,245,239.1,29.8,0.000496667,0.0043806
12/02/2023 17:39,189,236.5,26,0.000433333,0.003822
12/02/2023 17:38,279,237.4,36.6,0.00061,0.0053802
12/02/2023 17:32,206,237.8,26.1,0.000435,0.0038367
12/02/2023 17:30,236,236.9,24.9,0.000415,0.0036603
12/02/2023 17:29,245,237.8,28.3,0.000471667,0.0041601
12/02/2023 17:28,350,238.7,50.3,0.000838333,0.0073941
12/02/2023 17:26,165,236.9,21.7,0.000361667,0.0031899
12/02/2023 17:15,170,233.9,18.8,0.000313333,0.0027636
12/02/2023 17:14,156,233.5,20.9,0.000348333,0.0030723
12/02/2023 17:13,221,233.5,24.4,0.000406667,0.0035868
12/02/2023 17:12,143,233.1,18.9,0.000315,0.0027783
12/02/2023 17:11,143,232.7,17,0.000283333,0.002499
12/02/2023 17:06,198,232.7,13.9,0.000231667,0.0020433
12/02/2023 17:00,247,234.8,32.2,0.000536667,0.0047334
12/02/2023 16:54,129,232.7,14,0.000233333,0.002058
12/02/2023 16:51,127,231.8,14.3,0.000238333,0.0021021
12/02/2023 16:50,130,232.2,13.6,0.000226667,0.0019992
12/02/2023 16:48,140,231,15.1,0.000251667,0.0022197
12/02/2023 16:47,164,230.6,22.8,0.00038,0.0033516
12/02/2023 16:40,252,229.3,29.5,0.000491667,0.0043365
12/02/2023 16:35,210,230.2,20.7,0.000345,0.0030429
12/02/2023 16:34,148,231,15.2,0.000253333,0.0022344
12/02/2023 16:32,126,229.3,14.2,0.000236667,0.0020874
12/02/2023 16:26,208,230.6,22.8,0.00038,0.0033516
12/02/2023 16:25,190,230.6,21.7,0.000361667,0.0031899
12/02/2023 16:24,127,230.2,14.4,0.00024,0.0021168
12/02/2023 16:20,151,231,28.1,0.000468333,0.0041307
12/02/2023 16:19,195,231.8,22,0.000366667,0.003234
12/02/2023 16:18,211,231,28.8,0.00048,0.0042336
12/02/2023 16:17,163,232.7,22.2,0.00037,0.0032634
12/02/2023 16:16,162,232.2,22.2,0.00037,0.0032634
12/02/2023 16:15,153,232.7,21.9,0.000365,0.0032193
12/02/2023 16:04,143,233.9,15.6,0.00026,0.0022932
12/02/2023 16:03,141,233.9,29.3,0.000488333,0.0043071
12/02/2023 16:02,222,234.4,14.3,0.000238333,0.0021021
12/02/2023 16:01,283,234.8,29.2,0.000486667,0.0042924
12/02/2023 16:00,127,233.1,16.4,0.000273333,0.0024108
12/02/2023 15:59,328,234.4,44.4,0.00074,0.0065268
12/02/2023 15:58,156,233.1,20.1,0.000335,0.0029547
12/02/2023 15:54,145,233.5,14.3,0.000238333,0.0021021
12/02/2023 15:48,214,235.2,28.3,0.000471667,0.0041601
12/02/2023 15:42,210,236.1,21,0.00035,0.003087
12/02/2023 15:40,211,235.6,29.7,0.000495,0.0043659
12/02/2023 15:39,193,235.6,21,0.00035,0.003087
12/02/2023 15:34,305,232.7,31.9,0.000531667,0.0046893
12/02/2023 15:33,215,233.9,30.6,0.00051,0.0044982
12/02/2023 15:32,221,234.4,33.9,0.000565,0.0049833
12/02/2023 15:14,178,234.8,26.8,0.000446667,0.0039396
12/02/2023 15:13,205,235.6,26.1,0.000435,0.0038367
12/02/2023 15:12,300,233.9,35.7,0.000595,0.0052479
12/02/2023 15:10,329,235.2,34.1,0.000568333,0.0050127
12/02/2023 15:09,205,234.8,24.5,0.000408333,0.0036015
12/02/2023 15:08,276,233.5,37.2,0.00062,0.0054684
12/02/2023 15:06,191,235.2,26.3,0.000438333,0.0038661
